source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,hardness_mgL,nitrate_mgL,TDS_mgL,risk_percent
piped_protected,8.369,23.82,6.122,0.234,4,7.484,Summer,8.745,4.065,9,122.39,4.447,385.08,26.81
canal,8.866,27.248,5.106,0.987,6,117.079,Monsoon,6.278,4.8,24,54.97,4.164,128.98,62.361
shallow_well,4.019,30.091,4.719,0.975,2,42.55,Winter,7.418,28.123,3,101.96,30.552,590.55,33.634
river,6.201,22.915,9.748,0.283,3,124.631,Summer,5.646,14.992,9,110.67,0.076,269.69,46.489
shallow_well,0.813,19.474,8.863,0.713,4,14.497,Summer,7.43,2.249,8,219.64,30.652,606.47,15.88
deep_borehole,4.422,26.949,7.516,0.03,6,92.996,Monsoon,6.259,4.785,2,230.37,2.597,498.81,41.484
pond,11.902,29.093,2.715,0.666,3,51.184,Summer,7.43,13.916,33,58.28,28.882,232.76,67.116
pond,30.622,25.388,5.771,0.624,1,8.858,Winter,8.564,0.766,4,60.57,22.279,316.72,21.382
piped_protected,32.986,32.902,7.753,0.822,6,11.305,Monsoon,7.052,15.91,13,59.03,1.478,163.42,30.816
deep_borehole,8.113,22.489,8.271,0.304,8,11.002,Monsoon,8.914,29.03,16,231.41,1.072,453.63,50.11
pond,9.33,22.773,6.535,0.878,8,41.659,Monsoon,7.86,28.266,12,104.44,4.038,240.9,38.845
reservoir,2.055,22.733,7.835,0.858,11,40.402,Autumn,8.137,0.853,2,63.51,4.811,84.51,0.0
piped_protected,11.885,25.261,6.86,0.67,4,142.26,Summer,7.042,23.138,5,110.33,5.762,302.22,34.15
river,0.733,25.33,8.704,0.472,6,12.642,Monsoon,6.425,9.745,18,99.42,4.162,228.97,30.32
deep_borehole,3.35,22.691,6.945,0.618,1,51.438,Winter,5.703,9.714,18,202.34,2.754,391.62,41.879
reservoir,11.037,28.37,6.894,0.73,6,39.733,Monsoon,7.079,12.089,3,81.02,1.711,157.29,8.341
spring,3.715,25.803,6.252,0.975,12,14.987,Winter,7.829,7.35,8,179.7,1.553,335.58,11.472
spring,0.511,21.896,8.134,0.122,1,67.708,Winter,9.147,17.532,18,165.0,0.969,472.0,63.196
spring,17.83,26.841,7.625,0.313,4,23.252,Summer,7.588,5.443,10,129.6,1.079,219.25,8.738
canal,3.715,23.739,5.265,0.781,9,36.944,Monsoon,6.842,19.252,3,83.18,10.379,245.49,21.083
spring,0.652,25.305,7.582,0.409,6,36.429,Monsoon,7.847,36.488,17,93.41,1.371,146.13,46.739
deep_borehole,0.777,27.662,7.28,0.672,4,17.453,Summer,7.766,1.921,18,210.48,9.038,497.58,16.693
open_catchment,2.9,27.997,8.445,0.133,10,47.462,Autumn,6.818,8.247,26,42.97,13.924,210.21,57.75
pond,1.96,27.75,6.865,0.709,4,56.613,Summer,6.045,0.265,19,108.3,18.84,362.8,42.901
spring,14.885,25.149,5.539,0.674,4,95.686,Summer,6.738,8.13,11,105.7,1.696,216.36,32.59
deep_borehole,3.881,22.076,6.323,0.586,10,23.043,Autumn,7.261,8.048,7,278.53,10.35,447.61,8.067
reservoir,16.332,24.044,9.751,0.765,7,26.207,Monsoon,7.609,18.15,62,78.65,19.569,353.2,96.458
rooftop_rainwater,1.91,25.07,6.681,0.88,11,10.118,Autumn,7.41,6.127,40,20.26,0.432,35.88,48.649
reservoir,6.79,29.639,8.55,0.829,9,19.072,Monsoon,8.291,30.493,7,80.98,2.369,202.06,36.048
river,11.649,23.422,4.944,0.128,6,15.002,Monsoon,7.773,7.124,15,46.1,11.278,13.08,39.495
reservoir,10.555,25.605,7.594,0.744,7,40.93,Monsoon,6.828,11.26,5,91.65,7.588,182.8,16.534
canal,9.191,21.301,4.7,0.45,4,66.671,Summer,7.444,4.207,3,85.51,36.956,444.68,16.877
shallow_well,25.879,26.022,7.105,0.334,11,88.536,Autumn,8.504,2.375,24,140.52,5.812,291.29,50.171
piped_protected,2.595,24.864,5.889,0.88,11,101.694,Autumn,9.225,15.007,1,172.7,1.4,340.61,29.412
rooftop_rainwater,6.807,24.612,5.613,0.56,5,58.509,Summer,7.369,7.645,14,11.67,0.09,10.0,26.516
reservoir,21.541,27.54,5.436,0.501,9,30.923,Monsoon,6.88,13.45,19,48.19,2.552,97.41,38.746
rooftop_rainwater,0.811,22.943,6.679,0.785,8,7.352,Monsoon,8.044,13.134,13,15.35,0.899,46.16,30.404
canal,0.575,29.203,4.149,0.553,10,50.337,Autumn,7.694,9.406,22,63.5,15.755,364.84,53.01
piped_protected,2.657,22.721,4.841,0.858,2,12.895,Winter,8.764,5.035,4,195.93,6.317,394.32,16.7
canal,10.025,29.098,7.14,0.103,8,25.028,Monsoon,8.796,3.069,16,36.28,5.994,162.43,62.546
spring,3.009,20.212,4.379,0.776,3,28.287,Summer,8.24,2.817,13,150.82,2.936,347.38,24.517
shallow_well,2.11,25.918,4.718,0.164,2,13.141,Winter,7.598,10.787,43,236.98,17.946,513.56,68.197
piped_protected,6.14,26.831,9.68,0.225,2,14.604,Winter,6.881,4.927,25,96.97,26.674,481.22,47.385
deep_borehole,9.509,23.921,9.357,0.179,11,33.808,Autumn,6.685,11.462,1,174.37,4.718,465.8,21.1
reservoir,2.858,25.833,5.751,0.238,4,26.652,Summer,9.297,22.278,2,72.34,3.019,72.18,31.227
reservoir,3.577,23.909,7.494,0.732,1,25.563,Winter,7.099,9.71,68,54.62,5.891,108.9,94.491
pond,9.508,26.343,5.764,0.655,5,15.548,Summer,5.953,8.92,10,84.96,12.318,217.59,36.368
canal,29.139,25.751,5.827,0.23,11,84.015,Autumn,8.111,41.98,1,54.07,24.43,304.29,54.218
shallow_well,11.231,31.651,2.297,0.27,7,7.007,Monsoon,6.636,6.601,4,135.68,23.558,517.51,31.801
river,15.274,20.864,9.293,0.099,2,241.665,Winter,6.963,0.423,5,20.0,12.142,197.27,79.933
open_catchment,4.57,25.603,7.832,0.414,5,31.763,Summer,7.96,29.884,1,51.03,10.372,144.98,21.356
river,3.178,23.738,8.114,0.379,4,16.553,Summer,6.949,3.558,10,99.64,4.074,270.52,18.024
open_catchment,6.056,25.374,7.799,0.146,6,7.058,Monsoon,6.991,12.738,30,67.12,32.392,530.01,72.398
community_tank,16.458,24.592,6.701,0.835,1,10.12,Winter,6.871,38.841,13,74.65,7.615,149.47,51.118
deep_borehole,6.094,23.954,6.271,0.853,1,38.54,Winter,7.317,19.118,20,228.97,6.405,470.49,27.316
community_tank,18.755,23.431,6.948,0.109,2,20.653,Winter,10.309,25.128,26,134.68,5.628,268.74,91.65
canal,44.893,27.143,9.199,0.266,4,8.59,Summer,8.095,7.71,40,67.71,29.077,187.82,63.755
canal,0.748,23.881,7.035,0.736,1,9.059,Winter,5.956,8.605,17,96.27,4.78,261.28,37.449
reservoir,0.465,24.935,9.912,0.87,5,16.692,Summer,6.731,0.858,8,67.07,2.58,227.61,15.958
open_catchment,1.62,25.557,5.835,0.072,6,20.331,Monsoon,8.198,15.466,1,38.87,2.208,41.03,30.073
piped_protected,4.851,22.826,4.765,0.902,10,66.7,Autumn,6.072,19.09,1,58.38,1.499,229.57,38.607
shallow_well,1.405,26.828,5.617,0.062,4,18.471,Summer,8.314,10.559,15,204.61,24.571,629.55,43.957
spring,20.453,22.124,6.76,0.634,7,392.511,Monsoon,0.768,26.821,3,232.26,2.711,575.73,100.0
rooftop_rainwater,0.234,26.48,9.083,0.022,5,39.234,Summer,6.945,1.623,6,5.7,0.27,15.95,32.358
canal,3.795,26.206,6.273,0.928,9,62.201,Monsoon,6.336,1.289,17,62.43,15.286,158.84,44.686
community_tank,2.042,24.601,4.813,0.354,9,101.627,Monsoon,7.322,1.937,10,186.46,6.704,393.25,22.807
community_tank,26.815,21.715,7.02,0.649,4,8.159,Summer,7.035,27.824,17,80.87,2.618,154.25,42.507
river,11.071,25.02,8.833,0.185,10,17.617,Autumn,6.777,2.895,9,107.31,10.59,234.18,27.46
deep_borehole,24.308,21.903,6.993,0.321,6,24.59,Monsoon,7.781,1.054,3,233.08,4.356,462.26,5.82
open_catchment,35.874,24.664,7.303,0.747,2,99.795,Winter,7.189,22.078,16,61.08,9.427,271.25,44.299
rooftop_rainwater,6.874,27.367,6.959,0.973,2,30.633,Winter,6.485,16.759,13,14.23,0.847,32.86,40.125
open_catchment,2.67,24.954,6.684,0.992,3,35.205,Summer,6.688,2.436,8,56.64,27.355,150.43,15.093
canal,2.153,28.762,10.6,0.81,10,76.634,Autumn,6.945,20.179,9,46.25,2.525,83.87,32.64
reservoir,2.522,25.885,8.97,0.847,2,75.253,Winter,7.538,4.882,1,96.35,18.158,414.29,8.022
pond,12.33,27.32,9.811,0.969,9,149.599,Monsoon,7.801,0.417,13,84.44,10.87,217.48,38.296
rooftop_rainwater,0.413,27.15,11.327,0.04,12,7.632,Winter,8.037,0.497,14,5.0,0.445,70.43,47.441
river,0.527,29.221,8.93,0.17,4,17.966,Summer,6.5,1.808,11,100.81,32.835,463.37,38.806
community_tank,9.369,21.085,6.294,0.053,5,21.714,Summer,8.506,23.955,6,189.0,15.137,583.38,46.708
river,10.274,23.431,8.324,0.501,2,14.337,Winter,6.369,7.092,1,70.2,4.071,221.56,25.486
reservoir,10.944,25.084,9.867,0.958,8,47.96,Monsoon,6.456,6.64,11,130.79,1.991,207.24,26.601
canal,4.65,27.402,7.801,0.582,12,62.518,Winter,7.189,22.072,15,60.76,15.376,215.34,39.07
pond,16.396,25.505,6.482,0.555,8,5.648,Monsoon,8.064,14.549,5,68.16,15.563,313.66,17.522
spring,7.628,24.981,9.061,0.827,7,60.563,Monsoon,7.869,29.957,6,156.52,1.716,241.81,31.15
rooftop_rainwater,1.115,28.091,5.089,0.929,7,16.307,Monsoon,6.321,0.353,2,31.06,0.657,10.0,21.39
open_catchment,15.95,23.987,7.212,0.699,7,32.85,Monsoon,8.041,2.545,11,55.26,36.006,349.7,34.228
rooftop_rainwater,30.591,23.847,8.138,0.895,8,13.112,Monsoon,8.645,26.921,15,17.42,2.294,130.75,60.768
community_tank,0.619,26.562,6.838,0.175,4,70.22,Summer,6.727,45.243,10,110.82,3.847,214.6,68.375
open_catchment,4.965,32.182,7.938,0.503,6,13.132,Monsoon,7.509,4.89,11,29.58,25.374,306.86,35.969
spring,6.685,24.941,7.979,0.365,12,30.639,Winter,6.436,0.523,21,153.45,2.567,300.75,30.164
spring,1.584,23.062,7.84,0.333,8,57.133,Monsoon,5.752,0.154,25,175.15,1.398,285.1,49.91
deep_borehole,20.228,23.299,6.717,0.214,8,43.611,Monsoon,7.068,0.411,12,256.47,2.655,443.12,24.94
open_catchment,3.343,23.902,6.396,0.894,4,14.132,Summer,7.342,15.06,2,54.58,6.707,258.71,13.495
shallow_well,15.279,28.978,6.827,0.45,1,29.406,Winter,10.178,4.059,2,138.82,7.444,361.1,32.523
pond,11.117,23.902,4.942,0.53,2,29.704,Winter,6.572,6.485,19,90.33,51.721,605.81,58.087
shallow_well,9.114,25.914,9.064,0.276,4,61.518,Summer,6.963,6.487,11,198.24,22.405,574.99,31.69
spring,2.134,24.724,7.812,0.963,9,26.049,Monsoon,8.75,3.987,3,132.23,3.033,308.92,18.068
open_catchment,2.494,21.061,7.253,0.611,3,24.693,Summer,6.608,2.776,3,46.59,15.24,350.81,23.583
deep_borehole,0.485,24.017,5.984,0.001,5,24.281,Summer,7.712,10.342,1,290.87,2.442,529.82,16.273
rooftop_rainwater,2.754,17.577,7.193,0.268,1,8.071,Winter,7.349,0.992,8,20.04,0.482,127.67,17.22
rooftop_rainwater,4.238,25.525,7.163,0.999,5,78.368,Summer,5.621,8.573,2,17.84,0.312,10.0,37.639
rooftop_rainwater,17.906,26.469,6.347,0.975,11,102.448,Autumn,7.667,7.615,5,14.95,0.952,80.92,26.449
reservoir,4.563,22.463,8.575,0.545,11,149.457,Autumn,9.304,4.807,3,79.51,2.226,123.71,37.65
deep_borehole,14.05,23.374,5.304,0.564,11,49.302,Autumn,6.125,1.199,14,172.08,9.17,386.85,36.52
reservoir,5.788,20.978,5.634,0.902,1,9.838,Winter,5.17,14.972,1,88.9,4.104,258.82,30.461
canal,15.365,18.351,8.667,0.709,11,4.901,Autumn,6.441,12.906,5,41.32,12.184,147.7,34.065
open_catchment,37.411,20.481,9.256,0.932,6,43.481,Monsoon,7.774,18.977,1,51.25,16.223,237.31,26.18
shallow_well,2.742,26.956,7.418,0.479,12,16.12,Winter,7.725,10.634,1,145.2,14.038,364.39,3.869
pond,19.83,24.057,5.519,0.976,1,22.362,Winter,7.737,10.013,2,90.12,16.474,387.33,15.038
spring,9.724,25.628,8.983,0.54,2,26.339,Winter,7.364,3.916,4,131.4,1.804,272.54,6.809
pond,16.999,31.123,7.317,0.645,11,42.437,Autumn,7.241,7.1,16,59.25,37.658,336.6,41.859
spring,10.544,27.996,7.185,0.083,9,19.413,Monsoon,6.973,10.753,8,170.35,1.489,414.94,33.018
open_catchment,5.516,26.617,9.317,0.612,11,66.179,Autumn,6.06,1.067,2,37.45,11.18,150.64,30.182
open_catchment,2.589,23.546,8.252,0.768,12,15.616,Winter,6.828,17.034,5,47.9,14.855,271.7,28.807
river,0.726,29.678,6.448,0.439,3,24.582,Summer,7.674,37.49,25,77.16,1.074,213.51,66.677
shallow_well,7.668,28.706,4.644,0.502,9,63.53,Monsoon,7.481,48.891,6,188.83,16.074,453.42,61.772
community_tank,46.383,27.679,6.526,0.393,4,23.081,Summer,6.008,23.402,30,157.06,2.696,364.4,68.357
spring,13.396,24.985,7.711,0.969,5,126.186,Summer,6.944,23.196,26,198.28,0.588,472.38,62.2
piped_protected,3.965,22.226,7.956,0.477,7,15.574,Monsoon,7.417,2.529,6,84.15,6.061,169.61,0.0
community_tank,17.556,29.552,5.161,0.126,4,89.752,Summer,7.681,5.557,11,86.07,2.847,108.41,36.803
rooftop_rainwater,14.653,27.612,6.026,0.029,12,9.546,Winter,7.59,20.07,16,29.23,0.848,96.19,48.393
pond,3.308,24.389,2.568,0.772,11,20.21,Autumn,6.54,0.532,2,70.77,5.244,171.96,17.85
open_catchment,0.144,24.17,7.52,0.548,12,69.545,Winter,4.683,1.205,8,72.71,9.075,293.92,50.374
piped_protected,1.257,21.335,4.429,0.003,10,179.098,Autumn,9.439,14.254,2,103.4,0.601,82.8,71.918
spring,20.981,27.281,6.312,0.383,10,53.479,Autumn,5.316,7.976,7,223.04,0.559,606.27,39.358
canal,18.113,25.511,5.654,0.914,6,68.378,Monsoon,8.52,16.087,2,85.56,12.026,88.83,28.928
spring,3.499,26.193,8.009,0.948,9,54.869,Monsoon,1.653,4.153,15,177.02,2.252,264.66,84.426
pond,3.357,27.791,7.576,0.054,8,26.722,Monsoon,7.884,1.184,10,70.02,23.356,280.89,44.684
spring,15.744,27.166,5.899,0.123,11,3.393,Autumn,7.319,24.758,11,158.4,1.961,320.3,31.355
spring,27.764,22.375,7.231,0.005,1,14.571,Winter,7.811,21.368,3,190.88,13.027,420.97,34.183
deep_borehole,15.102,25.067,8.013,0.869,6,17.606,Monsoon,6.417,8.694,10,178.66,2.419,405.87,20.297
shallow_well,9.303,26.238,7.456,0.071,9,12.624,Monsoon,8.302,29.74,14,225.8,6.245,301.66,59.393
community_tank,2.78,26.465,1.937,0.108,3,7.366,Summer,8.05,3.531,4,104.6,8.577,349.7,31.08
canal,7.46,20.229,10.463,0.228,3,164.792,Summer,6.959,6.405,30,44.37,2.648,104.06,72.195
open_catchment,2.659,21.982,7.807,0.917,10,17.092,Autumn,7.13,3.892,5,52.7,7.954,138.45,11.715
spring,16.503,26.972,8.685,0.688,12,8.533,Winter,8.994,1.268,5,115.35,5.22,249.55,14.441
canal,4.893,26.926,5.916,0.617,5,571.284,Summer,7.743,14.81,5,61.66,21.19,331.3,100.0
river,17.939,29.829,5.599,0.785,9,87.171,Monsoon,7.219,12.535,24,97.81,7.058,191.55,50.459
spring,4.806,20.35,6.205,0.693,3,12.792,Summer,8.024,8.232,4,116.84,3.853,243.79,12.529
reservoir,17.381,27.693,10.0,0.746,5,14.07,Summer,8.597,27.523,10,57.56,8.025,100.5,38.415
reservoir,4.054,26.129,6.523,0.074,11,8.874,Autumn,8.059,9.528,4,98.86,4.32,294.15,26.501
deep_borehole,5.801,21.847,6.904,0.59,5,7.669,Summer,6.49,8.376,15,285.7,10.79,668.84,35.154
reservoir,9.558,19.698,9.784,0.753,11,14.938,Autumn,8.563,16.017,45,156.23,0.937,246.7,74.388
deep_borehole,0.729,27.823,6.459,0.566,8,53.097,Monsoon,8.349,0.539,37,201.98,5.114,242.04,56.956
piped_protected,29.605,22.049,7.024,0.012,2,125.815,Winter,7.927,4.572,2,78.79,9.242,241.59,42.641
rooftop_rainwater,8.524,21.058,5.011,0.211,8,104.096,Monsoon,8.315,25.113,17,24.26,0.452,27.61,59.074
pond,7.089,26.361,9.918,0.963,1,110.987,Winter,6.511,1.947,11,48.57,0.558,161.32,36.737
community_tank,18.288,24.971,5.861,0.705,5,28.366,Summer,8.421,23.931,15,130.44,9.964,357.48,32.831
river,20.081,26.724,6.741,0.689,3,58.617,Summer,5.848,14.095,5,77.46,4.886,265.16,39.665
pond,7.387,26.292,1.986,0.66,5,46.664,Summer,8.021,22.615,5,95.72,5.528,123.83,36.061
reservoir,26.209,35.036,6.744,0.128,9,33.345,Monsoon,6.936,1.138,6,127.65,4.184,245.87,26.131
pond,0.669,27.171,6.884,0.004,12,104.389,Winter,7.973,17.111,59,70.39,5.569,213.41,100.0
piped_protected,1.202,26.979,6.375,0.441,11,64.067,Autumn,6.663,21.112,2,94.7,0.486,249.9,18.7
deep_borehole,9.083,22.353,4.392,0.444,1,39.21,Winter,8.147,0.357,26,188.49,6.129,466.24,43.723
shallow_well,4.371,29.687,7.818,0.812,6,15.009,Monsoon,7.588,18.197,8,133.68,7.441,339.95,22.522
canal,6.24,23.484,4.15,0.182,10,118.17,Autumn,9.101,9.368,11,43.73,1.962,53.75,56.105
open_catchment,3.976,22.269,4.515,0.275,12,9.269,Winter,8.309,0.182,1,64.96,4.841,67.03,8.353
shallow_well,5.187,24.366,6.61,0.078,6,7.992,Monsoon,6.377,14.577,18,177.63,8.279,443.11,55.379
shallow_well,17.296,26.32,8.817,0.4,12,3.66,Winter,8.045,3.869,1,258.77,4.572,534.32,12.006
rooftop_rainwater,9.001,23.615,6.928,0.256,7,29.673,Monsoon,8.276,46.952,12,14.85,0.526,213.55,76.091
rooftop_rainwater,59.311,22.371,7.447,0.263,10,46.711,Autumn,8.154,53.487,11,29.73,0.54,23.82,77.979
shallow_well,15.459,22.307,5.993,0.254,10,9.479,Autumn,6.705,0.043,46,162.57,8.252,325.75,63.235
deep_borehole,3.197,25.617,5.99,0.232,5,31.39,Summer,7.869,2.019,21,195.34,12.927,487.41,28.879
pond,3.07,26.681,8.322,0.32,7,95.692,Monsoon,5.873,10.118,5,81.34,19.668,384.17,44.099
canal,4.093,26.927,8.848,0.537,2,59.268,Winter,6.415,13.862,24,76.67,16.483,241.83,54.62
pond,18.532,20.333,8.666,0.438,2,18.575,Winter,9.132,14.014,1,70.75,14.626,142.6,26.117
pond,0.277,22.508,7.925,0.063,10,71.631,Autumn,9.194,17.862,4,38.85,5.434,97.65,57.693
pond,2.616,27.794,7.492,0.426,8,89.57,Monsoon,6.849,2.693,27,96.33,6.225,219.22,54.083
canal,23.53,23.727,4.848,0.846,6,94.512,Monsoon,8.866,4.991,8,47.18,13.207,312.14,49.495
canal,10.214,25.608,6.148,0.101,5,62.563,Summer,7.746,10.812,4,92.06,7.983,304.6,36.562
piped_protected,2.573,32.879,5.929,0.944,3,7.363,Summer,7.896,2.138,3,157.42,9.079,370.5,7.75
community_tank,2.474,18.236,7.107,0.309,4,151.822,Summer,5.673,23.348,6,140.97,22.601,576.18,64.89
shallow_well,19.85,24.612,8.168,0.015,8,41.13,Monsoon,10.142,21.493,27,152.04,14.638,347.26,99.791
spring,22.42,27.124,6.494,0.253,10,20.344,Autumn,6.876,16.043,27,104.82,2.404,214.62,49.029
piped_protected,2.959,22.055,3.26,0.07,7,84.713,Monsoon,7.744,5.654,10,115.97,2.49,203.53,47.97
piped_protected,5.456,24.595,8.893,0.566,9,25.203,Monsoon,6.645,12.198,1,92.28,6.433,166.39,9.376
open_catchment,17.994,21.399,5.654,0.316,11,2.276,Autumn,6.922,0.074,6,33.39,5.889,179.78,20.517
spring,14.741,26.733,5.736,0.807,3,97.54,Summer,7.511,12.829,9,171.25,0.74,393.81,24.807
rooftop_rainwater,16.816,22.987,7.967,0.733,6,18.568,Monsoon,8.535,0.714,14,22.35,0.609,47.32,31.469
open_catchment,7.306,23.708,6.226,0.469,7,27.054,Monsoon,7.468,3.491,25,71.19,3.536,170.64,33.353
rooftop_rainwater,24.253,27.69,7.036,0.561,2,32.259,Winter,6.358,5.995,56,12.21,0.463,60.78,100.0
community_tank,3.945,26.668,7.499,0.609,12,23.768,Winter,8.683,14.519,6,94.51,2.353,224.5,21.102
river,1.704,27.92,7.225,0.271,4,38.595,Summer,8.797,3.879,22,79.28,2.574,242.75,39.798
rooftop_rainwater,12.335,30.273,6.624,0.139,1,76.037,Winter,6.254,1.959,18,8.56,0.254,84.69,66.744
pond,7.751,25.221,7.186,0.377,4,53.3,Summer,8.036,9.604,9,98.67,10.33,349.91,19.108
rooftop_rainwater,19.282,31.35,10.487,0.095,12,11.683,Winter,6.795,19.455,9,26.34,1.046,73.01,44.145
reservoir,0.846,25.581,8.943,0.315,2,8.507,Winter,6.89,6.934,40,69.43,3.521,212.22,53.145
spring,18.559,28.953,8.441,0.553,7,21.879,Monsoon,7.591,27.362,5,173.28,2.32,247.05,22.227
canal,3.471,24.914,7.721,0.54,1,14.748,Winter,6.983,39.685,6,77.47,11.871,149.74,39.67
spring,10.638,27.521,9.537,0.121,6,14.582,Monsoon,6.362,17.527,7,87.14,4.106,111.31,39.826
community_tank,0.41,23.719,8.451,0.008,3,14.152,Summer,7.767,23.069,13,117.03,21.888,355.88,46.915
piped_protected,9.405,29.018,9.091,0.089,8,119.189,Monsoon,6.408,11.31,8,111.72,6.919,358.67,54.283
pond,12.633,28.453,9.144,0.036,8,53.085,Monsoon,8.647,12.015,10,78.51,13.68,335.56,56.782
river,4.601,24.359,8.155,0.4,12,23.367,Winter,6.082,0.523,5,79.91,2.775,99.84,16.622
community_tank,2.426,25.469,7.934,0.39,7,35.888,Monsoon,7.157,10.595,1,152.85,6.311,467.81,9.051
piped_protected,7.714,22.167,6.65,0.242,7,48.397,Monsoon,7.941,10.5,10,109.48,2.63,205.66,14.917
deep_borehole,17.909,27.79,10.04,0.215,1,16.077,Winter,6.096,11.47,10,237.39,7.012,421.16,31.296
spring,3.909,27.522,7.044,0.396,9,34.632,Monsoon,7.315,3.554,4,171.01,8.225,379.15,0.0
reservoir,2.91,21.302,5.451,0.087,3,3.679,Summer,5.28,6.853,10,96.46,5.915,248.91,56.055
community_tank,3.27,31.514,7.671,0.214,8,33.657,Monsoon,7.085,41.664,10,121.96,14.973,330.1,53.989
spring,29.785,26.193,6.823,0.406,2,60.062,Winter,7.384,26.752,5,123.51,2.849,211.5,18.766
river,4.452,24.303,5.592,0.095,1,56.121,Winter,8.251,8.458,14,118.39,14.247,255.81,38.987
piped_protected,0.036,28.596,5.679,0.841,11,34.902,Autumn,8.907,7.585,9,135.08,7.841,315.02,26.537
spring,15.218,23.434,7.156,0.676,1,9.275,Winter,6.246,21.432,2,167.82,1.561,393.2,21.296
canal,12.016,28.921,7.248,0.383,8,44.974,Monsoon,6.462,7.106,7,77.68,3.625,277.56,28.53
rooftop_rainwater,1.376,21.471,4.959,0.15,9,85.361,Monsoon,6.268,12.85,22,22.74,2.311,67.84,73.499
open_catchment,41.933,24.334,6.484,0.194,3,82.478,Summer,8.68,28.672,15,57.23,9.251,229.43,63.091
river,9.367,24.738,8.504,0.12,7,30.677,Monsoon,7.569,3.007,2,94.1,6.343,266.85,14.454
open_catchment,6.947,23.368,3.174,0.16,2,42.202,Winter,6.283,18.945,31,56.52,10.775,215.13,85.466
shallow_well,4.816,22.79,6.636,0.423,12,25.303,Winter,7.825,83.684,3,163.53,56.145,901.92,100.0
rooftop_rainwater,22.894,23.539,7.047,0.246,8,58.874,Monsoon,6.9,0.544,5,5.0,1.419,91.95,27.941
river,2.797,23.403,7.992,0.885,12,20.547,Winter,6.985,0.42,3,52.33,0.8,157.77,3.748
community_tank,3.365,23.593,6.687,0.961,3,19.204,Summer,9.155,16.727,14,90.85,1.064,92.56,36.361
canal,1.306,29.303,6.419,0.691,10,29.4,Autumn,5.673,8.217,9,33.78,3.573,93.77,42.474
community_tank,14.235,26.3,7.917,0.809,10,28.979,Autumn,6.232,2.832,9,197.21,8.525,456.9,30.353
deep_borehole,9.052,24.736,6.923,0.255,5,7.751,Summer,7.584,10.216,12,273.05,2.545,457.75,18.594
shallow_well,9.392,27.295,9.652,0.665,7,28.226,Monsoon,8.902,31.055,9,152.28,1.722,381.72,44.231
canal,2.465,24.714,7.932,0.058,9,9.911,Monsoon,6.555,10.357,5,80.78,13.003,191.74,32.087
reservoir,10.532,22.618,8.221,0.96,1,30.331,Winter,9.282,39.428,26,88.3,50.334,713.54,100.0
spring,14.501,20.183,7.113,0.67,5,341.1,Summer,7.296,11.802,9,109.86,1.824,290.12,83.914
spring,4.43,27.966,9.82,0.317,1,64.418,Winter,9.197,2.885,14,159.53,3.78,302.3,36.869
pond,16.162,18.323,6.16,0.773,2,11.385,Winter,7.156,25.527,2,67.98,14.131,236.44,30.154
spring,4.289,20.474,5.276,0.016,10,34.186,Autumn,8.319,6.694,5,150.76,2.695,321.06,35.303
piped_protected,14.194,26.514,6.859,0.376,4,54.172,Summer,7.483,12.955,15,126.24,2.148,303.2,23.978
shallow_well,0.343,24.948,6.606,0.896,10,9.962,Autumn,7.227,6.992,5,223.54,40.777,850.33,24.017
piped_protected,8.011,29.378,6.793,0.263,3,46.799,Summer,7.571,7.746,13,94.58,2.319,256.37,22.29
rooftop_rainwater,34.909,23.068,9.966,0.668,10,30.405,Autumn,8.389,2.664,7,27.95,0.077,152.76,21.172
pond,39.763,27.308,5.813,0.36,5,29.177,Summer,7.356,13.759,16,78.07,3.345,180.34,30.335
pond,3.309,24.471,6.908,0.392,6,16.66,Monsoon,6.908,5.318,14,16.98,4.776,121.44,38.98
spring,5.823,26.648,4.551,0.746,1,31.765,Winter,9.212,6.046,3,163.65,6.182,384.02,20.522
canal,0.65,25.51,9.839,0.91,9,116.014,Monsoon,9.954,3.021,2,44.19,3.344,173.95,44.937
rooftop_rainwater,20.663,26.512,3.514,0.167,10,21.351,Autumn,8.848,5.873,5,9.75,1.019,102.51,45.778
deep_borehole,8.407,25.645,7.217,0.277,2,83.294,Winter,5.86,24.112,4,202.98,12.435,562.79,38.813
shallow_well,4.863,25.88,4.988,0.488,8,32.138,Monsoon,7.855,43.237,5,246.36,40.597,762.71,66.635
shallow_well,1.197,21.734,4.912,0.614,9,41.895,Monsoon,7.577,8.109,1,165.34,1.421,225.62,0.684
river,29.331,25.227,5.675,0.468,1,131.617,Winter,8.62,19.345,7,61.83,13.413,262.23,44.727
community_tank,7.555,26.808,5.346,0.806,2,29.355,Winter,5.491,33.639,12,113.58,1.645,157.85,57.063
spring,3.326,24.845,7.404,0.768,3,34.202,Summer,9.322,4.09,5,115.39,1.528,209.83,26.6
river,4.311,24.695,5.087,0.405,11,60.488,Autumn,7.76,2.007,12,88.05,14.328,246.52,19.379
deep_borehole,3.157,19.351,8.561,0.041,9,12.607,Monsoon,7.304,3.903,12,240.87,7.567,484.36,30.271
pond,9.208,29.602,8.999,0.194,12,83.749,Winter,6.92,30.948,1,63.95,8.741,381.37,50.974
